# xp yp zp phi
# 1 21 21 21
3.000000000000000444e-01 3.500000000000000333e-01 2.500000000000000000e-01 9.335600409171109781e-01
3.500000000000000333e-01 3.500000000000000333e-01 2.500000000000000000e-01 9.260055970720120211e-01
4.000000000000000222e-01 3.500000000000000333e-01 2.500000000000000000e-01 9.173648613347762382e-01
4.500000000000000111e-01 3.500000000000000333e-01 2.500000000000000000e-01 9.076694577246160467e-01
5.000000000000000000e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.969546281277709365e-01
5.500000000000000444e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.852590189641996732e-01
6.000000000000000888e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.726244491046565299e-01
6.500000000000000222e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.590956609873416916e-01
7.000000000000000666e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.447200570049834267e-01
7.500000000000000000e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.295474233327513325e-01
8.000000000000000444e-01 3.500000000000000333e-01 2.500000000000000000e-01 8.136296434440143388e-01
8.500000000000000888e-01 3.500000000000000333e-01 2.500000000000000000e-01 7.970204036141289583e-01
9.000000000000000222e-01 3.500000000000000333e-01 2.500000000000000000e-01 7.797748927419509979e-01
9.500000000000000666e-01 3.500000000000000333e-01 2.500000000000000000e-01 7.619494988247081935e-01
1.000000000000000000e+00 3.500000000000000333e-01 2.500000000000000000e-01 7.436015044045948263e-01
0.000000000000000000e+00 4.000000000000000222e-01 2.500000000000000000e-01 9.458937795578867824e-01
5.000000000000000278e-02 4.000000000000000222e-01 2.500000000000000000e-01 9.453027806520594156e-01
1.000000000000000056e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.435319985653269903e-01
1.500000000000000222e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.405880633643420863e-01
2.000000000000000111e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.364819791956580097e-01
2.500000000000000000e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.312290557603187802e-01
3.000000000000000444e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.248488132162048236e-01
3.500000000000000333e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.173648613347762382e-01
4.000000000000000222e-01 4.000000000000000222e-01 2.500000000000000000e-01 9.088047539590933255e-01
4.500000000000000111e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.991998200185832291e-01
5.000000000000000000e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.885849725506891339e-01
5.500000000000000444e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.769984973582169996e-01
6.000000000000000888e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.644818230920213731e-01
6.500000000000000222e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.510792746900348593e-01
7.000000000000000666e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.368378122241721950e-01
7.500000000000000000e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.218067573052588726e-01
8.000000000000000444e-01 4.000000000000000222e-01 2.500000000000000000e-01 8.060375092720278856e-01
8.500000000000000888e-01 4.000000000000000222e-01 2.500000000000000000e-01 7.895832534429090277e-01
9.000000000000000222e-01 4.000000000000000222e-01 2.500000000000000000e-01 7.724986637385633514e-01
9.500000000000000666e-01 4.000000000000000222e-01 2.500000000000000000e-01 7.548396019890073472e-01
1.000000000000000000e+00 4.000000000000000222e-01 2.500000000000000000e-01 7.366628162220530962e-01
0.000000000000000000e+00 4.500000000000000111e-01 2.500000000000000000e-01 9.358968608271978074e-01
5.000000000000000278e-02 4.500000000000000111e-01 2.500000000000000000e-01 9.353121080434605439e-01
1.000000000000000056e-01 4.500000000000000111e-01 2.500000000000000000e-01 9.335600409171109781e-01
1.500000000000000222e-01 4.500000000000000111e-01 2.500000000000000000e-01 9.306472194432576783e-01
2.000000000000000111e-01 4.500000000000000111e-01 2.500000000000000000e-01 9.265845314683354150e-01
2.500000000000000000e-01 4.500000000000000111e-01 2.500000000000000000e-01 9.213871248889228260e-01
3.000000000000000444e-01 4.500000000000000111e-01 2.500000000000000000e-01 9.150743135591523636e-01
3.500000000000000333e-01 4.500000000000000111e-01 2.500000000000000000e-01 9.076694577246160467e-01
4.000000000000000222e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.991998200185832291e-01
4.500000000000000111e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.896963982627306144e-01
5.000000000000000000e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.791937365071951227e-01
5.500000000000000444e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.677297159215482392e-01
6.000000000000000888e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.553453273074225205e-01
6.500000000000000222e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.420844271433823858e-01
7.000000000000000666e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.279934791918914794e-01
7.500000000000000000e-01 4.500000000000000111e-01 2.500000000000000000e-01 8.131212837958001760e-01
8.000000000000000444e-01 4.500000000000000111e-01 2.500000000000000000e-01 7.975186970668712849e-01
8.500000000000000888e-01 4.500000000000000111e-01 2.500000000000000000e-01 7.812383422209837613e-01
9.000000000000000222e-01 4.500000000000000111e-01 2.500000000000000000e-01 7.643343153435777637e-01
9.500000000000000666e-01 4.500000000000000111e-01 2.500000000000000000e-01 7.468618878747260714e-01
1.000000000000000000e+00 4.500000000000000111e-01 2.500000000000000000e-01 7.288772080862911951e-01
0.000000000000000000e+00 5.000000000000000000e-01 2.500000000000000000e-01 9.248488132162048236e-01
5.000000000000000278e-02 5.000000000000000000e-01 2.500000000000000000e-01 9.242709633048522555e-01
1.000000000000000056e-01 5.000000000000000000e-01 2.500000000000000000e-01 9.225395789287497150e-01
1.500000000000000222e-01 5.000000000000000000e-01 2.500000000000000000e-01 9.196611426437697467e-01
2.000000000000000111e-01 5.000000000000000000e-01 2.500000000000000000e-01 9.156464137678189674e-01
2.500000000000000000e-01 5.000000000000000000e-01 2.500000000000000000e-01 9.105103613800341611e-01
3.000000000000000444e-01 5.000000000000000000e-01 2.500000000000000000e-01 9.042720713389331699e-01
3.500000000000000333e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.969546281277709365e-01
4.000000000000000222e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.885849725506891339e-01
4.500000000000000111e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.791937365071951227e-01
5.000000000000000000e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.688150562628431661e-01
5.500000000000000444e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.574863658086935292e-01
6.000000000000000888e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.452481720593747472e-01
6.500000000000000222e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.321438137777888988e-01
7.000000000000000666e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.182192062323492276e-01
7.500000000000000000e-01 5.000000000000000000e-01 2.500000000000000000e-01 8.035225736890607706e-01
8.000000000000000444e-01 5.000000000000000000e-01 2.500000000000000000e-01 7.881041719149606273e-01
8.500000000000000888e-01 5.000000000000000000e-01 2.500000000000000000e-01 7.720160029209439667e-01
9.000000000000000222e-01 5.000000000000000000e-01 2.500000000000000000e-01 7.553115242005795649e-01
9.500000000000000666e-01 5.000000000000000000e-01 2.500000000000000000e-01 7.380453547272775028e-01
1.000000000000000000e+00 5.000000000000000000e-01 2.500000000000000000e-01 7.202729799554398182e-01
0.000000000000000000e+00 5.500000000000000444e-01 2.500000000000000000e-01 9.127894850009669048e-01
5.000000000000000278e-02 5.500000000000000444e-01 2.500000000000000000e-01 9.122191698149019201e-01
1.000000000000000056e-01 5.500000000000000444e-01 2.500000000000000000e-01 9.105103613800341611e-01
1.500000000000000222e-01 5.500000000000000444e-01 2.500000000000000000e-01 9.076694577246160467e-01
2.000000000000000111e-01 5.500000000000000444e-01 2.500000000000000000e-01 9.037070778731960408e-01
2.500000000000000000e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.986379957194535750e-01
3.000000000000000444e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.924810482567637759e-01
3.500000000000000333e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.852590189641996732e-01
4.000000000000000222e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.769984973582169996e-01
4.500000000000000111e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.677297159215482392e-01
5.000000000000000000e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.574863658086935292e-01
5.500000000000000444e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.463053928998153230e-01
6.000000000000000888e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.342267759300476815e-01
6.500000000000000222e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.212932885576411657e-01
7.000000000000000666e-01 5.500000000000000444e-01 2.500000000000000000e-01 8.075502473506767087e-01
7.500000000000000000e-01 5.500000000000000444e-01 2.500000000000000000e-01 7.930452477672467193e-01
8.000000000000000444e-01 5.500000000000000444e-01 2.500000000000000000e-01 7.778278902772406411e-01
8.500000000000000888e-01 5.500000000000000444e-01 2.500000000000000000e-01 7.619494988247081935e-01
9.000000000000000222e-01 5.500000000000000444e-01 2.500000000000000000e-01 7.454628338579807334e-01
9.500000000000000666e-01 5.500000000000000444e-01 2.500000000000000000e-01 7.284218021604135229e-01
1.000000000000000000e+00 5.500000000000000444e-01 2.500000000000000000e-01 7.108811656980974503e-01
0.000000000000000000e+00 6.000000000000000888e-01 2.500000000000000000e-01 8.997619955676539050e-01
5.000000000000000278e-02 6.000000000000000888e-01 2.500000000000000000e-01 8.991998200185832291e-01
1.000000000000000056e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.975153999933044302e-01
1.500000000000000222e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.947150422063041564e-01
2.000000000000000111e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.908092141255754548e-01
2.500000000000000000e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.858124787892313057e-01
3.000000000000000444e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.797434043458188802e-01
3.500000000000000333e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.726244491046565299e-01
4.000000000000000222e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.644818230920213731e-01
4.500000000000000111e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.553453273074225205e-01
5.000000000000000000e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.452481720593747472e-01
5.500000000000000444e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.342267759300476815e-01
6.000000000000000888e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.223205470711515419e-01
6.500000000000000222e-01 6.000000000000000888e-01 2.500000000000000000e-01 8.095716486678868895e-01
7.000000000000000666e-01 6.000000000000000888e-01 2.500000000000000000e-01 7.960247505224359310e-01
7.500000000000000000e-01 6.000000000000000888e-01 2.500000000000000000e-01 7.817267688022793148e-01
8.000000000000000444e-01 6.000000000000000888e-01 2.500000000000000000e-01 7.667265960708200545e-01
8.500000000000000888e-01 6.000000000000000888e-01 2.500000000000000000e-01 7.510748237678996908e-01
9.000000000000000222e-01 6.000000000000000888e-01 2.500000000000000000e-01 7.348234593356042232e-01
9.500000000000000666e-01 6.000000000000000888e-01 2.500000000000000000e-01 7.180256401903514218e-01
1.000000000000000000e+00 6.000000000000000888e-01 2.500000000000000000e-01 7.007353467259788138e-01
0.000000000000000000e+00 6.500000000000000222e-01 2.500000000000000000e-01 8.858124787892314167e-01
5.000000000000000278e-02 6.500000000000000222e-01 2.500000000000000000e-01 8.852590189641996732e-01
1.000000000000000056e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.836007134508921945e-01
1.500000000000000222e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.808437711872501019e-01
2.000000000000000111e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.769984973582169996e-01
2.500000000000000000e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.720792292229271325e-01
3.000000000000000444e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.661042470574670249e-01
3.500000000000000333e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.590956609873416916e-01
4.000000000000000222e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.510792746900348593e-01
4.500000000000000111e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.420844271433823858e-01
5.000000000000000000e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.321438137777888988e-01
5.500000000000000444e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.212932885576411657e-01
6.000000000000000888e-01 6.500000000000000222e-01 2.500000000000000000e-01 8.095716486678868895e-01
6.500000000000000222e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.970204036141289583e-01
7.000000000000000666e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.836835306574572169e-01
7.500000000000000000e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.696072185975946223e-01
8.000000000000000444e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.548396019890073472e-01
8.500000000000000888e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.394304879239622652e-01
9.000000000000000222e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.234310775438910213e-01
9.500000000000000666e-01 6.500000000000000222e-01 2.500000000000000000e-01 7.068936844459283719e-01
1.000000000000000000e+00 6.500000000000000222e-01 2.500000000000000000e-01 6.898714521354756268e-01
0.000000000000000000e+00 7.000000000000000666e-01 2.500000000000000000e-01 8.709898112145050275e-01
5.000000000000000278e-02 7.000000000000000666e-01 2.500000000000000000e-01 8.704456126622583945e-01
1.000000000000000056e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.688150562628431661e-01
1.500000000000000222e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.661042470574670249e-01
2.000000000000000111e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.623233177901400426e-01
2.500000000000000000e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.574863658086935292e-01
3.000000000000000444e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.516113654977728320e-01
3.500000000000000333e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.447200570049834267e-01
4.000000000000000222e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.368378122241721950e-01
4.500000000000000111e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.279934791918914794e-01
5.000000000000000000e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.182192062323492276e-01
5.500000000000000444e-01 7.000000000000000666e-01 2.500000000000000000e-01 8.075502473506767087e-01
6.000000000000000888e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.960247505224359310e-01
6.500000000000000222e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.836835306574572169e-01
7.000000000000000666e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.705698291270826061e-01
7.500000000000000000e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.567290618346933506e-01
8.000000000000000444e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.422085578792934069e-01
8.500000000000000888e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.270572909104187076e-01
9.000000000000000222e-01 7.000000000000000666e-01 2.500000000000000000e-01 7.113256052995666767e-01
9.500000000000000666e-01 7.000000000000000666e-01 2.500000000000000000e-01 6.950649392587558983e-01
1.000000000000000000e+00 7.000000000000000666e-01 2.500000000000000000e-01 6.783275470210716751e-01
0.000000000000000000e+00 7.500000000000000000e-01 2.500000000000000000e-01 8.553453273074225205e-01
5.000000000000000278e-02 7.500000000000000000e-01 2.500000000000000000e-01 8.548109035026909552e-01
1.000000000000000056e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.532096347172315465e-01
1.500000000000000222e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.505475163351492451e-01
2.000000000000000111e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.468344990988414533e-01
2.500000000000000000e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.420844271433823858e-01
3.000000000000000444e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.363149520023716033e-01
3.500000000000000333e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.295474233327513325e-01
4.000000000000000222e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.218067573052588726e-01
4.500000000000000111e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.131212837958001760e-01
5.000000000000000000e-01 7.500000000000000000e-01 2.500000000000000000e-01 8.035225736890607706e-01
5.500000000000000444e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.930452477672467193e-01
6.000000000000000888e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.817267688022793148e-01
6.500000000000000222e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.696072185975946223e-01
7.000000000000000666e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.567290618346933506e-01
7.500000000000000000e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.431368986687583167e-01
8.000000000000000444e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.288772080862911951e-01
8.500000000000000888e-01 7.500000000000000000e-01 2.500000000000000000e-01 7.139980840853531463e-01
9.000000000000000222e-01 7.500000000000000000e-01 2.500000000000000000e-01 6.985489667654287693e-01
9.500000000000000666e-01 7.500000000000000000e-01 2.500000000000000000e-01 6.825803704192555665e-01
1.000000000000000000e+00 7.500000000000000000e-01 2.500000000000000000e-01 6.661436107034878207e-01
0.000000000000000000e+00 8.000000000000000444e-01 2.500000000000000000e-01 8.389325240535236983e-01
5.000000000000000278e-02 8.000000000000000444e-01 2.500000000000000000e-01 8.384083550458679701e-01
1.000000000000000056e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.368378122241721950e-01
1.500000000000000222e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.342267759300476815e-01
2.000000000000000111e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.305850059659610762e-01
2.500000000000000000e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.259260808186481562e-01
3.000000000000000444e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.202673133150611973e-01
3.500000000000000333e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.136296434440143388e-01
4.000000000000000222e-01 8.000000000000000444e-01 2.500000000000000000e-01 8.060375092720278856e-01
4.500000000000000111e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.975186970668712849e-01
5.000000000000000000e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.881041719149606273e-01
5.500000000000000444e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.778278902772406411e-01
6.000000000000000888e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.667265960708200545e-01
6.500000000000000222e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.548396019890073472e-01
7.000000000000000666e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.422085578792934069e-01
7.500000000000000000e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.288772080862911951e-01
8.000000000000000444e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.148911397339569040e-01
8.500000000000000888e-01 8.000000000000000444e-01 2.500000000000000000e-01 7.002975239681389352e-01
9.000000000000000222e-01 8.000000000000000444e-01 2.500000000000000000e-01 6.851448522064272906e-01
9.500000000000000666e-01 8.000000000000000444e-01 2.500000000000000000e-01 6.694826694474956819e-01
1.000000000000000000e+00 8.000000000000000444e-01 2.500000000000000000e-01 6.533613066769544675e-01
0.000000000000000000e+00 8.500000000000000888e-01 2.500000000000000000e-01 8.218067573052587615e-01
5.000000000000000278e-02 8.500000000000000888e-01 2.500000000000000000e-01 8.212932885576411657e-01
1.000000000000000056e-01 8.500000000000000888e-01 2.500000000000000000e-01 8.197548064193274087e-01
1.500000000000000222e-01 8.500000000000000888e-01 2.500000000000000000e-01 8.171970711920495400e-01
2.000000000000000111e-01 8.500000000000000888e-01 2.500000000000000000e-01 8.136296434440143388e-01
2.500000000000000000e-01 8.500000000000000888e-01 2.500000000000000000e-01 8.090658244739956650e-01
3.000000000000000444e-01 8.500000000000000888e-01 2.500000000000000000e-01 8.035225736890606596e-01
3.500000000000000333e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.970204036141289583e-01
4.000000000000000222e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.895832534429090277e-01
4.500000000000000111e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.812383422209837613e-01
5.000000000000000000e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.720160029209439667e-01
5.500000000000000444e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.619494988247081935e-01
6.000000000000000888e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.510748237678996908e-01
6.500000000000000222e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.394304879239622652e-01
7.000000000000000666e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.270572909104187076e-01
7.500000000000000000e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.139980840853531463e-01
8.000000000000000444e-01 8.500000000000000888e-01 2.500000000000000000e-01 7.002975239681389352e-01
8.500000000000000888e-01 8.500000000000000888e-01 2.500000000000000000e-01 6.860018187641997445e-01
9.000000000000000222e-01 8.500000000000000888e-01 2.500000000000000000e-01 6.711584699989910918e-01
9.500000000000000666e-01 8.500000000000000888e-01 2.500000000000000000e-01 6.558160112715014645e-01
1.000000000000000000e+00 8.500000000000000888e-01 2.500000000000000000e-01 6.400237461227075153e-01
0.000000000000000000e+00 9.000000000000000222e-01 2.500000000000000000e-01 8.040249322683196143e-01
5.000000000000000278e-02 9.000000000000000222e-01 2.500000000000000000e-01 8.035225736890607706e-01
1.000000000000000056e-01 9.000000000000000222e-01 2.500000000000000000e-01 8.020173804230551484e-01
1.500000000000000222e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.995149881336370834e-01
2.000000000000000111e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.960247505224359310e-01
2.500000000000000000e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.915596810816754036e-01
3.000000000000000444e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.861363722596379500e-01
3.500000000000000333e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.797748927419509979e-01
4.000000000000000222e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.724986637385633514e-01
4.500000000000000111e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.643343153435777637e-01
5.000000000000000000e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.553115242005795649e-01
5.500000000000000444e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.454628338579807334e-01
6.000000000000000888e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.348234593356042232e-01
6.500000000000000222e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.234310775438910213e-01
7.000000000000000666e-01 9.000000000000000222e-01 2.500000000000000000e-01 7.113256052995666767e-01
7.500000000000000000e-01 9.000000000000000222e-01 2.500000000000000000e-01 6.985489667654287693e-01
8.000000000000000444e-01 9.000000000000000222e-01 2.500000000000000000e-01 6.851448522064272906e-01
8.500000000000000888e-01 9.000000000000000222e-01 2.500000000000000000e-01 6.711584699989910918e-01
9.000000000000000222e-01 9.000000000000000222e-01 2.500000000000000000e-01 6.566362938553982342e-01
9.500000000000000666e-01 9.000000000000000222e-01 2.500000000000000000e-01 6.416258072299916293e-01
1.000000000000000000e+00 9.000000000000000222e-01 2.500000000000000000e-01 6.261752468595005450e-01
0.000000000000000000e+00 9.500000000000000666e-01 2.500000000000000000e-01 7.856451905372529021e-01
5.000000000000000278e-02 9.500000000000000666e-01 2.500000000000000000e-01 7.851543157075304702e-01
1.000000000000000056e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.836835306574572169e-01
1.500000000000000222e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.812383422209838724e-01
2.000000000000000111e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.778278902772406411e-01
2.500000000000000000e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.734648908343606521e-01
3.000000000000000444e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.681655570427934343e-01
3.500000000000000333e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.619494988247081935e-01
4.000000000000000222e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.548396019890073472e-01
4.500000000000000111e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.468618878747260714e-01
5.000000000000000000e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.380453547272775028e-01
5.500000000000000444e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.284218021604135229e-01
6.000000000000000888e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.180256401903514218e-01
6.500000000000000222e-01 9.500000000000000666e-01 2.500000000000000000e-01 7.068936844459283719e-01
7.000000000000000666e-01 9.500000000000000666e-01 2.500000000000000000e-01 6.950649392587558983e-01
7.500000000000000000e-01 9.500000000000000666e-01 2.500000000000000000e-01 6.825803704192555665e-01
8.000000000000000444e-01 9.500000000000000666e-01 2.500000000000000000e-01 6.694826694474956819e-01
8.500000000000000888e-01 9.500000000000000666e-01 2.500000000000000000e-01 6.558160112715014645e-01
9.000000000000000222e-01 9.500000000000000666e-01 2.500000000000000000e-01 6.416258072299916293e-01
9.500000000000000666e-01 9.500000000000000666e-01 2.500000000000000000e-01 6.269584553213832789e-01
1.000000000000000000e+00 9.500000000000000666e-01 2.500000000000000000e-01 6.118610896066956073e-01
0.000000000000000000e+00 1.000000000000000000e+00 2.500000000000000000e-01 7.667265960708200545e-01
5.000000000000000278e-02 1.000000000000000000e+00 2.500000000000000000e-01 7.662475416683708351e-01
1.000000000000000056e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.648121736058192122e-01
1.500000000000000222e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.624258661107438106e-01
2.000000000000000111e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.590975389709809784e-01
2.500000000000000000e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.548396019890073472e-01
3.000000000000000444e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.496678778972798440e-01
3.500000000000000333e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.436015044045948263e-01
4.000000000000000222e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.366628162220530962e-01
4.500000000000000111e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.288772080862911951e-01
5.000000000000000000e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.202729799554398182e-01
5.500000000000000444e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.108811656980974503e-01
6.000000000000000888e-01 1.000000000000000000e+00 2.500000000000000000e-01 7.007353467259788138e-01
6.500000000000000222e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.898714521354756268e-01
7.000000000000000666e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.783275470210716751e-01
7.500000000000000000e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.661436107034878207e-01
8.000000000000000444e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.533613066769544675e-01
8.500000000000000888e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.400237461227075153e-01
9.000000000000000222e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.261752468595005450e-01
9.500000000000000666e-01 1.000000000000000000e+00 2.500000000000000000e-01 6.118610896066956073e-01
1.000000000000000000e+00 1.000000000000000000e+00 2.500000000000000000e-01 5.971272734216274136e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000444e-01 9.777512371933363422e-01
5.000000000000000278e-02 0.000000000000000000e+00 3.000000000000000444e-01 9.771403335973504189e-01
1.000000000000000056e-01 0.000000000000000000e+00 3.000000000000000444e-01 9.753099120283326151e-01
